ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS
806032,16-25,female,majority,0-9y,none,poverty,0.326463648,0,before 2015,0,0,10238,14000,sedan,0,0,0
648666,26-39,female,majority,10-19y,university,middle class,0.528995675,0,before 2015,1,0,10238,9000,sedan,2,0,1
21860,16-25,female,majority,0-9y,high school,working class,0.512563072,1,before 2015,0,0,32765,12000,sedan,0,0,0
983493,26-39,female,minority,10-19y,none,middle class,0.42337709,0,before 2015,1,1,32765,10000,sedan,0,0,0
916881,26-39,male,majority,10-19y,high school,working class,0.394370979,0,before 2015,0,1,10238,13000,sedan,3,0,0
381852,65+,male,minority,0-9y,university,upper class,0.491799006,0,before 2015,0,1,92101,14000,sedan,0,0,0
937208,65+,female,majority,20-29y,university,upper class,0.604997393,1,after 2015,1,1,10238,13000,sedan,2,1,0
95412,40-64,male,minority,20-29y,high school,upper class,0.70807415,1,after 2015,1,1,10238,10000,sedan,1,0,4
607006,40-64,female,majority,20-29y,high school,upper class,,1,before 2015,1,1,10238,12000,sedan,1,0,2
157650,26-39,male,majority,0-9y,none,middle class,0.560860224,0,before 2015,1,0,10238,15000,sedan,0,0,0
84004,40-64,female,majority,20-29y,university,upper class,0.758276305,1,after 2015,1,1,10238,9000,sedan,1,1,1
615309,65+,male,majority,0-9y,university,upper class,0.639973273,1,before 2015,1,1,10238,,sedan,0,0,0
137282,40-64,female,majority,0-9y,high school,middle class,0.351370474,1,before 2015,0,0,10238,,sedan,0,0,0
46700,40-64,male,majority,20-29y,university,upper class,0.697037998,1,after 2015,1,0,10238,15000,sedan,4,0,4
650982,40-64,male,majority,10-19y,high school,upper class,0.64414975,1,before 2015,0,1,10238,12000,sedan,0,0,2
495635,40-64,female,majority,20-29y,high school,middle class,0.508218394,0,before 2015,1,1,10238,9000,sedan,4,1,1
411155,26-39,male,majority,10-19y,university,upper class,0.500883797,1,after 2015,1,1,10238,,sedan,5,0,2
471169,26-39,male,majority,10-19y,high school,upper class,0.696136174,1,after 2015,0,1,10238,13000,sedan,3,0,1
725883,40-64,female,majority,10-19y,university,upper class,0.471576793,1,before 2015,1,1,92101,12000,sedan,0,1,0
425246,40-64,male,majority,10-19y,university,upper class,0.46237472,0,after 2015,1,1,10238,14000,sedan,2,1,0
887542,40-64,male,majority,10-19y,university,middle class,0.509655379,0,after 2015,1,1,10238,9000,sedan,1,0,3
541272,40-64,male,majority,20-29y,high school,middle class,0.417890083,0,before 2015,1,1,10238,10000,sedan,4,0,3
826670,40-64,female,majority,0-9y,university,upper class,0.690148098,1,before 2015,1,1,32765,7000,sedan,0,0,0
743957,40-64,female,majority,10-19y,high school,middle class,,1,before 2015,1,0,10238,15000,sedan,0,0,0
574624,26-39,male,majority,10-19y,high school,working class,0.561936942,0,after 2015,0,1,32765,12000,sedan,3,0,0
453895,65+,female,majority,20-29y,high school,upper class,0.642693747,1,before 2015,0,1,10238,10000,sedan,1,0,3
111851,65+,female,majority,30y+,high school,middle class,0.604500103,1,before 2015,1,1,10238,13000,sports car,3,1,3
47628,26-39,female,minority,10-19y,university,working class,0.434799641,1,before 2015,1,0,10238,11000,sedan,2,0,0
708828,40-64,female,minority,20-29y,high school,upper class,0.559830946,1,after 2015,1,1,10238,7000,sedan,1,0,0
819883,40-64,male,majority,10-19y,none,working class,0.443952021,1,before 2015,0,1,32765,9000,sedan,3,1,1
232634,16-25,male,majority,0-9y,none,middle class,0.416392957,1,before 2015,0,0,32765,11000,sedan,0,0,0
892258,65+,male,majority,30y+,university,upper class,0.529460765,1,before 2015,1,1,32765,10000,sedan,13,0,1
243010,16-25,male,majority,0-9y,university,poverty,0.41869408,0,before 2015,0,1,10238,8000,sedan,0,0,0
368602,65+,male,majority,30y+,high school,upper class,0.701891245,1,before 2015,1,1,10238,8000,sedan,3,1,7
623636,26-39,female,majority,10-19y,university,upper class,0.684762299,0,after 2015,1,1,10238,14000,sedan,1,0,2
757103,26-39,female,majority,10-19y,high school,poverty,0.520014759,0,before 2015,0,0,10238,15000,sedan,2,0,1
771076,40-64,male,majority,20-29y,university,upper class,0.520085635,1,before 2015,1,1,92101,,sedan,1,0,2
375862,65+,female,majority,20-29y,university,upper class,0.575657568,1,before 2015,1,1,32765,12000,sedan,4,0,1
732956,26-39,female,minority,10-19y,high school,middle class,0.552740867,0,before 2015,0,0,10238,16000,sedan,0,0,3
774402,26-39,male,majority,0-9y,none,working class,0.450329344,1,after 2015,1,1,10238,13000,sedan,0,0,0
679565,65+,female,majority,30y+,high school,upper class,0.606115989,1,before 2015,1,1,92101,,sedan,2,1,2
656626,26-39,male,majority,0-9y,university,middle class,0.564156721,1,before 2015,0,1,10238,13000,sedan,0,0,0
146700,26-39,female,majority,10-19y,high school,working class,0.508008345,0,before 2015,1,0,10238,,sedan,1,0,2
816938,16-25,male,majority,0-9y,high school,working class,0.370792384,0,before 2015,1,1,10238,13000,sedan,0,0,0
440294,40-64,male,majority,20-29y,high school,middle class,0.599016319,0,before 2015,0,1,10238,12000,sedan,2,0,4
792276,65+,male,majority,30y+,high school,upper class,0.64209667,1,after 2015,1,1,10238,12000,sedan,5,1,2
951251,40-64,female,minority,0-9y,none,upper class,0.562839002,1,before 2015,1,0,32765,10000,sedan,0,0,0
395570,40-64,female,majority,0-9y,university,working class,0.386407082,0,before 2015,0,0,10238,16000,sedan,0,0,0
736323,26-39,female,minority,0-9y,none,poverty,0.336185325,0,before 2015,1,1,10238,9000,sedan,0,0,0
725583,40-64,male,majority,20-29y,university,upper class,0.736750457,1,before 2015,0,1,10238,15000,sedan,3,0,3
53552,26-39,male,majority,10-19y,none,poverty,0.337655738,0,before 2015,0,0,10238,,sedan,2,0,0
954412,16-25,male,majority,0-9y,high school,poverty,0.326061548,0,before 2015,0,1,10238,10000,sedan,0,0,0
931629,26-39,male,majority,0-9y,high school,working class,0.397676855,0,before 2015,0,0,10238,12000,sedan,0,0,0
255230,65+,male,majority,10-19y,high school,upper class,0.563939759,1,before 2015,0,1,10238,13000,sedan,2,1,1
31403,26-39,female,majority,10-19y,high school,working class,0.418369455,1,before 2015,1,0,10238,11000,sedan,1,0,1
136957,16-25,female,majority,0-9y,university,middle class,0.640424297,1,before 2015,1,1,10238,5000,sedan,0,0,0
58535,26-39,male,majority,0-9y,university,middle class,0.439352824,0,after 2015,1,1,10238,8000,sedan,0,0,0
750889,40-64,female,majority,20-29y,high school,middle class,,1,before 2015,0,1,10238,12000,sedan,3,0,0
592584,26-39,female,majority,10-19y,high school,middle class,0.59430327,1,before 2015,1,1,10238,8000,sedan,0,0,1
263154,26-39,female,minority,10-19y,high school,working class,0.534343523,0,before 2015,0,0,10238,14000,sedan,0,0,0
842364,26-39,female,majority,0-9y,university,middle class,0.665574912,1,after 2015,0,0,10238,12000,sedan,0,0,0
687419,26-39,male,majority,10-19y,university,upper class,0.629970441,1,after 2015,1,1,10238,11000,sedan,1,1,2
529208,65+,male,majority,30y+,university,upper class,,1,before 2015,1,1,10238,9000,sedan,5,0,4
306684,16-25,female,majority,0-9y,none,poverty,0.373351589,1,before 2015,0,0,10238,12000,sedan,0,0,0
883009,26-39,male,majority,10-19y,university,upper class,0.517103557,1,before 2015,1,1,10238,14000,sedan,2,1,3
74704,40-64,female,majority,10-19y,university,upper class,0.642882122,1,before 2015,0,0,10238,14000,sedan,0,0,1
872809,40-64,male,majority,20-29y,university,upper class,,1,after 2015,1,1,32765,8000,sedan,7,1,3
142973,16-25,female,majority,0-9y,high school,poverty,0.597391373,0,before 2015,0,0,10238,16000,sedan,0,0,0
100513,65+,male,majority,0-9y,high school,upper class,0.680792977,1,after 2015,1,1,10238,9000,sedan,0,0,0
984062,16-25,female,majority,0-9y,high school,working class,0.533600703,0,before 2015,0,0,10238,14000,sedan,0,0,0
538916,16-25,female,majority,0-9y,high school,poverty,0.415165094,1,before 2015,0,0,32765,13000,sedan,0,0,0
881409,65+,male,majority,30y+,university,upper class,0.406325302,1,before 2015,0,1,10238,16000,sedan,6,1,1
967125,65+,female,majority,30y+,university,upper class,0.655321269,1,before 2015,1,1,10238,10000,sedan,5,0,2
448918,40-64,female,majority,0-9y,university,middle class,0.49682865,1,before 2015,1,1,92101,,sedan,0,0,0
530396,16-25,female,minority,0-9y,high school,middle class,0.485955753,1,before 2015,0,0,10238,13000,sedan,0,0,0
157882,16-25,male,majority,0-9y,university,working class,,1,before 2015,0,0,21217,14000,sedan,0,0,0
456215,26-39,male,majority,0-9y,university,upper class,0.652311526,0,after 2015,0,0,32765,14000,sedan,0,0,0
464357,65+,male,minority,20-29y,university,upper class,0.832648956,0,before 2015,1,1,10238,10000,sports car,1,2,2
28229,16-25,male,majority,0-9y,university,middle class,0.305465066,1,before 2015,0,1,10238,13000,sedan,0,0,0
144989,26-39,female,majority,10-19y,university,middle class,0.402204537,0,before 2015,1,1,10238,,sedan,1,0,0
577557,26-39,male,majority,10-19y,university,working class,0.437785285,1,before 2015,0,0,10238,15000,sedan,1,0,1
29218,16-25,male,majority,0-9y,none,poverty,0.515333459,0,before 2015,0,0,92101,12000,sedan,0,0,0
850080,40-64,female,majority,20-29y,university,upper class,0.694161229,1,after 2015,0,0,10238,13000,sedan,1,0,0
851438,26-39,male,majority,10-19y,high school,working class,0.500222651,0,before 2015,1,1,32765,9000,sedan,3,0,0
75241,26-39,female,majority,10-19y,none,poverty,0.390821689,1,before 2015,0,1,92101,10000,sedan,1,0,0
292051,26-39,female,majority,10-19y,none,poverty,0.474375846,1,before 2015,0,0,10238,15000,sedan,2,0,0
155114,16-25,male,majority,0-9y,university,working class,0.430699068,1,before 2015,1,1,10238,13000,sedan,0,0,0
786259,26-39,male,majority,10-19y,high school,upper class,0.558133543,1,before 2015,1,1,32765,9000,sedan,4,1,1
444073,16-25,male,minority,0-9y,high school,working class,0.472336478,1,after 2015,1,0,92101,15000,sedan,0,0,0
55182,26-39,female,majority,10-19y,high school,working class,0.517826296,1,after 2015,0,0,32765,10000,sedan,2,0,0
611274,26-39,male,minority,10-19y,none,poverty,0.24102885,1,before 2015,0,0,10238,11000,sedan,2,0,1
97079,40-64,male,minority,20-29y,none,poverty,0.165816828,0,before 2015,0,1,32765,9000,sedan,7,0,3
178185,26-39,female,majority,0-9y,high school,working class,0.443689816,0,before 2015,0,0,10238,14000,sedan,0,0,0
857849,40-64,female,majority,20-29y,high school,upper class,0.620212925,1,after 2015,1,1,10238,9000,sports car,1,0,2
26255,40-64,female,majority,0-9y,university,upper class,0.641252644,1,before 2015,0,1,32765,10000,sedan,0,0,0
787417,16-25,male,majority,0-9y,none,poverty,0.274255324,0,before 2015,0,0,10238,16000,sedan,0,0,0
84677,40-64,female,majority,20-29y,university,middle class,,1,before 2015,0,0,10238,14000,sedan,0,1,0
993623,16-25,male,majority,0-9y,none,poverty,0.399426012,1,before 2015,0,1,10238,9000,sedan,0,0,0
372474,40-64,female,majority,20-29y,high school,upper class,0.432834683,1,after 2015,1,0,10238,13000,sedan,1,0,0
106981,26-39,female,majority,10-19y,university,middle class,0.358307182,1,before 2015,1,1,92101,12000,sedan,0,0,1
649313,26-39,female,majority,10-19y,university,upper class,,1,before 2015,1,1,10238,8000,sedan,1,0,2
220243,65+,female,majority,20-29y,university,upper class,0.75348636,0,before 2015,1,1,10238,10000,sedan,1,0,2
784778,40-64,male,majority,20-29y,university,upper class,0.492497096,1,before 2015,1,1,32765,12000,sedan,7,1,2
885018,40-64,female,majority,20-29y,high school,upper class,,1,after 2015,1,0,10238,12000,sedan,0,1,1
278151,26-39,male,majority,10-19y,university,middle class,0.589266594,1,before 2015,0,1,10238,16000,sedan,0,0,2
589915,26-39,male,majority,0-9y,none,poverty,,0,before 2015,0,0,32765,15000,sedan,0,0,0
481388,16-25,male,majority,0-9y,none,working class,0.335178252,0,before 2015,0,1,10238,12000,sedan,0,0,0
827198,40-64,male,majority,20-29y,university,upper class,0.638668405,1,before 2015,1,1,32765,8000,sedan,6,0,3
55712,26-39,female,majority,0-9y,high school,upper class,0.642313206,0,before 2015,0,0,10238,14000,sedan,0,0,0
748080,26-39,female,majority,10-19y,high school,upper class,0.725938745,1,before 2015,0,0,32765,14000,sedan,1,1,0
877703,26-39,female,majority,10-19y,high school,middle class,0.525086127,1,before 2015,1,1,10238,14000,sedan,1,0,0
402240,65+,male,majority,0-9y,university,upper class,0.415330392,0,after 2015,1,1,32765,10000,sedan,0,0,0
623818,40-64,male,majority,20-29y,university,upper class,0.671171509,1,before 2015,1,1,10238,,sedan,2,2,2
191449,16-25,female,majority,0-9y,none,working class,0.419274683,1,before 2015,0,1,10238,15000,sedan,0,0,0
304034,65+,male,majority,30y+,university,upper class,0.454338563,1,after 2015,1,1,10238,12000,sedan,5,0,6
915799,40-64,male,majority,20-29y,high school,middle class,0.437756703,1,after 2015,1,1,10238,6000,sedan,3,1,8
788184,16-25,male,majority,0-9y,university,middle class,,1,after 2015,1,1,92101,12000,sedan,0,0,0
580249,65+,male,majority,30y+,high school,upper class,0.529565124,1,before 2015,1,1,10238,12000,sedan,3,1,4
166102,40-64,male,minority,20-29y,high school,upper class,0.526414377,1,before 2015,1,1,10238,12000,sedan,2,1,3
455260,26-39,female,majority,10-19y,high school,working class,0.370370455,1,before 2015,1,1,32765,9000,sedan,1,0,0
137502,40-64,male,majority,20-29y,university,upper class,0.493034347,0,after 2015,1,1,10238,10000,sedan,3,0,4
147076,16-25,female,majority,0-9y,university,working class,0.363386917,0,before 2015,0,1,10238,13000,sedan,0,0,0
447397,40-64,male,majority,20-29y,university,upper class,0.577022405,1,after 2015,0,0,10238,17000,sedan,1,0,0
968169,26-39,female,majority,10-19y,high school,middle class,0.418459436,0,before 2015,0,1,10238,12000,sedan,0,0,0
573424,26-39,female,majority,10-19y,none,middle class,0.561221343,1,before 2015,0,0,32765,12000,sedan,2,0,1
94746,16-25,male,majority,0-9y,none,poverty,0.332983949,0,before 2015,0,0,10238,15000,sedan,0,0,0
858153,40-64,male,majority,20-29y,university,upper class,0.603204695,1,before 2015,1,1,10238,8000,sedan,1,0,1
658967,16-25,female,majority,0-9y,university,working class,0.564971797,1,after 2015,0,0,32765,14000,sedan,0,0,0
829242,40-64,male,majority,10-19y,none,working class,0.439925354,1,before 2015,1,1,10238,10000,sedan,2,0,3
897466,40-64,female,majority,10-19y,university,upper class,,1,after 2015,1,0,32765,12000,sedan,3,0,1
57521,40-64,female,majority,20-29y,university,upper class,0.396110659,1,before 2015,1,0,10238,14000,sedan,0,1,0
389871,26-39,male,majority,0-9y,university,upper class,0.536448592,1,after 2015,1,1,10238,10000,sedan,0,0,0
766476,40-64,female,majority,20-29y,high school,poverty,0.428347449,0,before 2015,0,1,10238,14000,sedan,2,0,0
382122,40-64,male,majority,20-29y,high school,middle class,,1,before 2015,1,1,10238,12000,sedan,3,1,5
37701,26-39,male,minority,10-19y,high school,poverty,0.350298676,0,before 2015,0,1,10238,13000,sedan,0,1,1
678182,16-25,male,majority,0-9y,university,middle class,0.550816908,0,before 2015,0,0,32765,11000,sedan,0,0,0
357428,40-64,female,majority,10-19y,university,upper class,0.61615646,1,after 2015,1,1,10238,8000,sports car,1,0,0
16345,16-25,male,majority,0-9y,university,upper class,0.722598408,1,before 2015,0,0,32765,11000,sedan,0,0,0
380072,26-39,male,majority,0-9y,none,working class,0.366169799,1,before 2015,0,0,10238,14000,sedan,0,0,0
202978,26-39,male,majority,10-19y,none,working class,0.582285179,1,before 2015,0,0,10238,12000,sedan,0,0,4
444245,65+,male,minority,0-9y,university,upper class,0.613758432,0,after 2015,1,1,10238,11000,sedan,0,0,0
836104,26-39,male,majority,10-19y,high school,middle class,0.459557401,1,before 2015,1,1,10238,,sedan,3,1,3
672478,26-39,male,minority,10-19y,university,upper class,0.602301385,1,before 2015,1,0,32765,11000,sedan,2,0,0
284939,65+,female,majority,30y+,university,upper class,0.674163893,1,after 2015,1,1,10238,13000,sedan,3,0,5
753714,40-64,female,majority,20-29y,university,upper class,,0,after 2015,1,1,10238,8000,sedan,1,2,1
385568,40-64,female,majority,20-29y,none,middle class,0.535921711,1,before 2015,1,1,32765,9000,sports car,3,0,1
769261,26-39,female,majority,10-19y,high school,upper class,0.568939031,1,after 2015,1,1,10238,9000,sedan,0,0,1
559890,40-64,female,majority,0-9y,university,upper class,0.766660479,1,before 2015,0,1,32765,11000,sedan,0,0,0
326316,40-64,female,majority,20-29y,university,upper class,0.814796434,1,after 2015,1,1,32765,8000,sedan,3,0,1
626735,16-25,female,majority,0-9y,university,working class,,1,before 2015,0,0,32765,13000,sedan,0,0,0
574525,16-25,female,majority,0-9y,high school,poverty,0.239743103,0,before 2015,0,0,10238,19000,sedan,0,0,0
44924,40-64,male,majority,10-19y,university,upper class,0.661976832,1,after 2015,1,1,10238,8000,sedan,0,0,1
877892,40-64,female,majority,0-9y,high school,upper class,0.70447327,1,after 2015,0,1,10238,8000,sedan,0,0,0
790141,40-64,male,majority,10-19y,university,middle class,0.425274052,0,before 2015,0,0,10238,12000,sedan,2,0,0
892723,26-39,female,majority,10-19y,university,upper class,0.487823037,1,before 2015,1,1,32765,,sedan,4,2,0
236395,26-39,female,majority,10-19y,none,poverty,0.288043602,0,before 2015,0,1,10238,16000,sedan,1,0,1
856269,40-64,male,majority,20-29y,university,middle class,0.443316349,1,before 2015,1,1,92101,11000,sedan,2,0,2
840085,26-39,female,majority,10-19y,high school,middle class,,0,before 2015,1,0,10238,11000,sedan,2,0,0
979902,16-25,female,majority,0-9y,high school,poverty,0.459759733,1,before 2015,0,0,10238,16000,sedan,0,0,0
486182,16-25,female,majority,0-9y,high school,poverty,0.389381209,0,before 2015,0,1,10238,,sedan,0,0,0
734217,65+,male,majority,30y+,university,upper class,0.586439093,1,before 2015,1,1,10238,9000,sedan,3,2,5
103367,40-64,male,majority,20-29y,none,middle class,0.597265258,1,before 2015,1,1,10238,13000,sedan,4,1,2
946258,65+,female,majority,10-19y,university,upper class,0.655024006,1,before 2015,1,1,10238,9000,sedan,1,0,2
108490,16-25,male,majority,0-9y,none,poverty,0.481095464,1,before 2015,0,0,10238,17000,sedan,0,0,0
35975,16-25,male,majority,0-9y,university,middle class,0.44013343,1,after 2015,0,0,10238,15000,sedan,0,0,0
286318,40-64,female,majority,20-29y,university,middle class,0.526806293,0,after 2015,1,0,10238,15000,sedan,0,0,3
333970,40-64,male,majority,20-29y,university,middle class,0.515934502,1,after 2015,0,1,10238,13000,sedan,0,0,2
145697,65+,male,majority,0-9y,university,upper class,0.372741399,1,before 2015,1,1,32765,6000,sedan,0,0,0
819196,65+,male,majority,0-9y,none,middle class,0.658222372,0,before 2015,1,1,32765,,sports car,0,0,0
826708,26-39,male,minority,10-19y,university,upper class,0.526305877,1,after 2015,0,0,10238,14000,sedan,3,0,0
334482,16-25,female,minority,0-9y,none,working class,0.398776787,0,before 2015,0,0,10238,15000,sedan,0,0,0
803266,26-39,female,majority,0-9y,high school,upper class,0.712022548,1,before 2015,0,0,32765,15000,sedan,0,0,0
636203,16-25,male,majority,0-9y,university,working class,0.510128438,1,after 2015,0,0,10238,,sedan,0,0,0
310760,16-25,male,minority,0-9y,high school,poverty,,0,before 2015,0,0,32765,11000,sedan,0,0,0
19261,16-25,female,majority,0-9y,high school,working class,0.324212857,1,before 2015,0,0,10238,11000,sedan,0,0,0
291075,40-64,male,majority,20-29y,university,upper class,0.526167402,1,before 2015,0,1,10238,12000,sports car,1,0,3
433426,16-25,female,minority,0-9y,high school,working class,0.227867312,0,before 2015,0,0,10238,16000,sedan,0,0,0
289772,40-64,male,majority,0-9y,none,working class,0.429687281,1,before 2015,1,1,10238,10000,sedan,0,0,0
927179,40-64,female,majority,10-19y,none,poverty,0.327611223,0,before 2015,0,1,10238,13000,sedan,0,1,0
976974,16-25,female,majority,0-9y,high school,middle class,0.516383319,1,before 2015,1,0,32765,6000,sedan,0,0,0
615312,26-39,female,majority,10-19y,high school,upper class,0.667511572,1,before 2015,0,1,10238,10000,sedan,0,0,1
456321,40-64,female,majority,0-9y,none,poverty,0.417725758,0,before 2015,0,1,10238,9000,sedan,0,0,0
856856,16-25,female,minority,0-9y,high school,middle class,0.510362381,1,before 2015,0,1,10238,,sedan,0,0,0
775,65+,female,majority,30y+,university,upper class,0.711753228,1,before 2015,1,1,10238,10000,sedan,2,0,0
620196,40-64,male,majority,20-29y,high school,upper class,0.601866616,1,before 2015,1,1,10238,9000,sedan,1,0,3
510560,26-39,female,minority,10-19y,none,working class,0.409288435,1,before 2015,0,0,10238,13000,sedan,1,0,0
631945,65+,male,majority,10-19y,university,upper class,0.718400743,1,after 2015,1,1,10238,8000,sedan,2,0,1
457682,16-25,female,majority,0-9y,high school,poverty,0.287750013,0,before 2015,0,0,10238,10000,sedan,0,0,0
646956,26-39,male,majority,0-9y,university,middle class,,1,before 2015,1,1,32765,,sedan,0,0,0
202964,26-39,male,majority,10-19y,high school,poverty,0.375910059,0,after 2015,1,1,10238,8000,sedan,0,1,2
2375,26-39,male,majority,10-19y,high school,middle class,0.39684102,0,before 2015,0,0,10238,13000,sedan,0,1,0
849470,16-25,female,minority,0-9y,none,poverty,0.343797514,0,before 2015,0,1,32765,,sedan,0,0,0
730415,26-39,female,majority,0-9y,university,middle class,0.476185821,1,before 2015,0,1,10238,12000,sports car,0,0,0
749543,16-25,female,majority,0-9y,university,working class,0.44915769,1,before 2015,0,0,10238,15000,sports car,0,0,0
930990,26-39,female,majority,10-19y,high school,middle class,0.46370106,1,after 2015,0,0,10238,16000,sedan,0,0,0
455333,16-25,female,majority,0-9y,high school,middle class,0.667296957,0,after 2015,1,1,32765,9000,sedan,0,0,0
738554,16-25,female,majority,0-9y,none,poverty,0.228457522,1,before 2015,0,0,10238,14000,sedan,0,0,0
378210,26-39,female,majority,0-9y,none,poverty,0.454822203,0,before 2015,0,0,32765,9000,sedan,0,0,0
772502,16-25,male,majority,0-9y,none,poverty,0.271612981,0,before 2015,0,1,10238,14000,sedan,0,0,0
994772,40-64,male,majority,20-29y,high school,middle class,0.572397301,1,before 2015,1,1,10238,10000,sedan,3,0,1
881849,40-64,male,majority,20-29y,high school,middle class,0.458433271,1,before 2015,0,1,10238,13000,sedan,1,0,2
39296,26-39,female,majority,0-9y,high school,middle class,0.461108303,1,after 2015,1,1,32765,9000,sedan,0,0,0
22154,26-39,male,majority,0-9y,high school,middle class,,1,before 2015,0,1,10238,9000,sedan,0,0,0
603433,40-64,male,majority,10-19y,none,upper class,0.583523302,1,before 2015,0,1,32765,11000,sedan,0,1,0
882026,40-64,female,majority,20-29y,high school,working class,0.323671309,0,before 2015,0,1,10238,14000,sedan,2,1,1
238126,40-64,male,majority,0-9y,university,upper class,0.502503313,1,after 2015,0,1,32765,7000,sedan,0,0,0
167407,40-64,female,majority,20-29y,high school,middle class,,1,before 2015,1,1,10238,9000,sedan,2,1,1
110747,40-64,female,majority,10-19y,university,upper class,0.536632865,1,before 2015,1,0,10238,9000,sedan,0,0,3
894434,40-64,female,majority,20-29y,university,upper class,,1,before 2015,1,1,10238,8000,sedan,0,0,2
402988,26-39,female,majority,10-19y,university,upper class,0.741718464,1,after 2015,1,1,10238,11000,sedan,0,0,0
428757,40-64,female,majority,20-29y,high school,working class,0.41027826,1,before 2015,0,1,10238,,sports car,0,0,2
65338,65+,male,majority,30y+,high school,upper class,0.612960494,1,after 2015,0,1,10238,16000,sedan,3,0,1
322984,65+,female,majority,0-9y,university,upper class,0.678554783,1,after 2015,0,1,32765,13000,sedan,0,0,0
124236,26-39,female,majority,10-19y,high school,working class,0.514097243,1,before 2015,0,1,10238,13000,sedan,0,0,0
245004,40-64,male,majority,10-19y,university,upper class,0.735128344,1,before 2015,0,1,10238,11000,sedan,3,1,0
942949,65+,male,majority,10-19y,university,upper class,0.467828819,1,before 2015,0,1,32765,8000,sedan,4,1,0
877595,16-25,male,majority,0-9y,university,middle class,0.71847949,1,before 2015,0,1,32765,15000,sedan,0,0,0
623455,16-25,female,majority,0-9y,university,working class,0.546732978,1,before 2015,0,0,10238,12000,sedan,0,0,0
138425,65+,male,majority,0-9y,university,middle class,0.491037269,1,before 2015,0,1,10238,12000,sedan,0,0,0
176180,65+,female,majority,20-29y,university,upper class,0.753342009,1,before 2015,1,1,92101,,sedan,1,0,0
125702,40-64,male,majority,20-29y,university,upper class,0.511980624,0,after 2015,1,1,32765,9000,sedan,7,3,0
911755,40-64,female,majority,20-29y,university,middle class,0.447184292,1,before 2015,0,0,10238,16000,sedan,1,1,2
297583,65+,male,majority,20-29y,university,upper class,0.764296108,1,before 2015,0,1,10238,14000,sedan,3,0,3
351854,26-39,male,majority,10-19y,high school,upper class,0.549204268,1,after 2015,0,1,10238,14000,sedan,0,0,3
908318,26-39,male,majority,10-19y,high school,poverty,0.439717241,0,before 2015,1,0,10238,11000,sedan,1,0,1
350712,65+,female,majority,20-29y,university,upper class,,1,before 2015,1,1,32765,,sedan,8,0,0
801470,40-64,female,majority,10-19y,none,middle class,0.516248323,1,before 2015,1,0,10238,15000,sedan,0,1,1
843505,26-39,female,majority,10-19y,none,working class,0.273080215,1,after 2015,1,1,10238,11000,sedan,0,0,3
74575,26-39,male,majority,10-19y,none,working class,0.209586736,0,after 2015,1,0,10238,16000,sedan,1,0,0
670220,16-25,female,majority,0-9y,university,upper class,0.614083364,1,before 2015,0,1,10238,11000,sports car,0,0,0
441379,40-64,male,minority,20-29y,university,upper class,0.428163046,1,after 2015,1,1,10238,,sedan,3,0,4
551000,40-64,male,majority,20-29y,university,upper class,0.624915169,1,after 2015,0,1,10238,12000,sedan,2,0,1
741897,16-25,male,majority,0-9y,university,working class,0.323531728,1,before 2015,0,0,32765,13000,sedan,0,0,0
483174,26-39,male,majority,0-9y,university,upper class,0.480172196,1,before 2015,0,0,10238,14000,sedan,0,0,0
131420,26-39,male,majority,0-9y,high school,upper class,0.562888279,1,before 2015,0,1,32765,8000,sedan,0,0,0
271098,16-25,female,majority,0-9y,high school,poverty,0.359216044,0,before 2015,1,1,32765,6000,sedan,0,0,0
511051,26-39,male,majority,10-19y,none,working class,0.554345323,1,before 2015,0,0,32765,11000,sedan,1,2,2
217086,26-39,female,majority,10-19y,high school,upper class,0.583576319,1,before 2015,1,0,10238,,sedan,0,0,0
280474,65+,male,majority,30y+,high school,upper class,0.51679756,1,before 2015,1,1,10238,,sedan,3,0,3
985811,65+,male,majority,30y+,university,upper class,0.601266289,1,before 2015,1,1,10238,10000,sedan,12,1,1
85826,16-25,male,majority,0-9y,high school,poverty,0.384642121,0,before 2015,1,1,32765,7000,sedan,0,0,0
733410,16-25,female,majority,0-9y,none,poverty,0.398969397,0,before 2015,0,0,10238,16000,sedan,0,0,0
701507,65+,female,majority,0-9y,university,upper class,0.65955667,1,before 2015,1,1,10238,10000,sedan,0,0,0
760210,26-39,male,majority,0-9y,university,upper class,0.526420136,1,before 2015,0,1,10238,13000,sedan,0,0,0
420204,40-64,male,majority,20-29y,university,upper class,0.745952224,1,before 2015,1,1,10238,9000,sedan,2,0,3
856867,40-64,female,majority,0-9y,university,middle class,0.559342617,0,after 2015,1,1,10238,12000,sedan,0,0,0
942441,26-39,female,minority,10-19y,high school,working class,,0,after 2015,0,0,10238,15000,sedan,1,0,0
899785,40-64,male,majority,20-29y,high school,middle class,0.483731725,1,after 2015,1,1,10238,8000,sedan,1,0,6
303538,26-39,female,majority,10-19y,high school,working class,,1,before 2015,0,1,10238,13000,sedan,0,1,2
981019,26-39,female,majority,10-19y,high school,middle class,0.459216894,1,before 2015,0,1,32765,,sedan,1,1,1
